"tconst","primaryTitle","startYear","runtimeMinutes","averageRating","numVotes"
tt0117500,The Rock,1996,136,7.4,362114
tt0433035,Real Steel,2011,127,7.1,361893
tt0389860,Click,2006,107,6.4,361531
tt1403865,True Grit,2010,110,7.6,360505
tt0910936,Pineapple Express,2008,111,6.9,360357
tt1231583,Due Date,2010,95,6.5,360199
tt1179933,"10 Cloverfield Lane",2016,103,7.2,360193
tt0822854,Shooter,2007,124,7.1,359767
tt0212338,Meet the Parents,2000,108,7.0,359481
tt0368891,National Treasure,2004,131,6.9,359343
tt2788710,The Interview,2014,112,6.5,359218
tt1104001,Tron: Legacy,2010,125,6.8,359078
tt0100802,Total Recall,1990,113,7.5,358777
tt0120601,Being John Malkovich,1999,113,7.7,355999
tt0213149,Pearl Harbor,2001,183,6.2,355037
tt0071315,Chinatown,1974,130,8.1,354749
tt3731562,Kong: Skull Island,2017,118,6.7,354658
tt0167190,Hellboy,2004,122,6.8,354013
tt0462538,The Simpsons Movie,2007,87,7.3,352753
tt0064116,Once Upon a Time in the West,1968,166,8.5,352720
tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,2017,129,6.5,352367
tt0110148,Interview with the Vampire: The Vampire Chronicles,1994,123,7.5,352283
tt1193138,Up in the Air,2009,109,7.4,351414
tt7653254,Marriage Story,2019,137,7.9,351163
tt0094721,Beetlejuice,1988,92,7.5,350965
tt0053125,North by Northwest,1959,136,8.3,349992
tt0209163,The Mummy Returns,2001,130,6.4,349813
tt0238380,Equilibrium,2002,107,7.3,349643
tt4881806,Jurassic World: Fallen Kingdom,2018,128,6.1,349598
tt6857112,Us,2019,116,6.8,349036
tt1707386,Les Misérables,2012,158,7.5,348748
tt0125439,Notting Hill,1999,124,7.2,348711
tt0120667,Fantastic Four,2005,106,5.7,348224
tt0112471,Before Sunrise,1995,101,8.1,345506
tt0359950,The Secret Life of Walter Mitty,2013,114,7.3,345178
tt0116367,From Dusk Till Dawn,1996,108,7.2,344994
tt1306980,"50/50",2011,100,7.6,344810
tt0163025,Jurassic Park III,2001,92,5.9,344717
tt1037705,The Book of Eli,2010,118,6.8,343436
tt1591095,Insidious,2010,103,6.8,343218
tt0399295,Lord of War,2005,122,7.6,340794
tt1645170,The Dictator,2012,83,6.5,340579
tt2322441,Fifty Shades of Grey,2015,125,4.2,339421
tt1951261,The Hangover Part III,2013,100,5.8,339368
tt0970179,Hugo,2011,126,7.5,338822
tt1638355,The Man from U.N.C.L.E.,2015,116,7.2,338469
tt0119528,Liar Liar,1997,86,6.9,338257
tt2771200,Beauty and the Beast,2017,129,7.1,338155
tt3606756,Incredibles 2,2018,118,7.5,338083
tt0386588,Hitch,2005,118,6.6,337772
tt0031381,Gone with the Wind,1939,238,8.2,337676
tt4925292,Lady Bird,2017,94,7.4,337640
tt0413267,Shrek the Third,2007,93,6.1,336940
tt0414387,Pride & Prejudice,2005,129,7.8,336835
tt0119008,Donnie Brasco,1997,127,7.7,336332
tt0056592,To Kill a Mockingbird,1962,129,8.3,336007
tt0332379,School of Rock,2003,109,7.2,335738
tt0105323,Scent of a Woman,1992,156,8.0,335170
tt0472043,Apocalypto,2006,139,7.8,335090
tt0094226,The Untouchables,1987,119,7.8,334708
tt0190590,"O Brother, Where Art Thou?",2000,107,7.7,334354
tt0381849,"3:10 to Yuma",2007,122,7.6,334267
tt2109248,Transformers: Age of Extinction,2014,165,5.6,334266
tt1981677,Pitch Perfect,2012,112,7.1,334057
tt7888964,Nobody,2021,92,7.4,332723
tt2004420,Neighbors,2014,97,6.3,332558
tt0944835,Salt,2010,100,6.5,332317
tt0129387,There's Something About Mary,1998,119,7.1,332289
tt0175880,Magnolia,1999,188,8.0,331497
tt0103776,Batman Returns,1992,126,7.1,331197
tt0453467,Deja Vu,2006,126,7.1,330759
tt3682448,Bridge of Spies,2015,142,7.6,330315
tt0399201,The Island,2005,136,6.8,330030
tt0109040,Ace Ventura: Pet Detective,1994,86,6.9,329702
tt2140479,The Accountant,2016,128,7.3,328569
tt0103644,Alien³,1992,114,6.4,328103
tt0425210,Lucky Number Slevin,2006,110,7.7,327972
tt0119177,Gattaca,1997,106,7.7,327195
tt0457939,The Holiday,2006,136,7.0,327177
tt1245526,RED,2010,111,7.0,327108
tt1302011,Kung Fu Panda 2,2011,90,7.3,326689
tt0298203,"8 Mile",2002,110,7.2,326605
tt3110958,Now You See Me 2,2016,129,6.4,326220
tt0489099,Jumper,2008,88,6.1,326217
tt0120201,Starship Troopers,1997,129,7.3,326195
tt0212720,A.I. Artificial Intelligence,2001,146,7.2,325738
tt1397280,Taken 2,2012,92,6.2,325418
tt7991608,Red Notice,2021,118,6.3,325024
tt1764651,The Expendables 2,2012,103,6.6,324517
tt1197624,Law Abiding Citizen,2009,109,7.4,324353
tt0293662,The Transporter,2002,92,6.8,324292
tt5727208,Uncut Gems,2019,135,7.4,323894
tt5726616,Call Me by Your Name,2017,132,7.8,323862
tt0106977,The Fugitive,1993,130,7.8,323507
tt0838283,Step Brothers,2008,98,6.9,322982
tt0118880,Con Air,1997,115,6.9,322915
tt0278504,Insomnia,2002,118,7.2,322458
tt1790885,Zero Dark Thirty,2012,157,7.4,322321
tt0119822,As Good as It Gets,1997,139,7.7,322116
tt1152836,Public Enemies,2009,140,6.9,322032
tt1125849,The Wrestler,2008,109,7.9,321779
tt0120762,Mulan,1998,87,7.7,321392
tt0320661,Kingdom of Heaven,2005,144,7.3,321294
tt4034228,Manchester by the Sea,2016,137,7.8,319348
tt0112384,Apollo 13,1995,140,7.7,319225
tt0449467,Babel,2006,143,7.5,318927
tt0056172,Lawrence of Arabia,1962,218,8.3,318782
tt1253863,"300: Rise of an Empire",2014,102,6.2,318661
tt1598778,Contagion,2011,106,6.8,318551
tt0120623,A Bug's Life,1998,95,7.2,318547
tt1194173,The Bourne Legacy,2012,135,6.6,317911
tt1485796,The Greatest Showman,2017,105,7.5,317887
tt0095327,Grave of the Fireflies,1988,88,8.5,317604
tt0814314,Seven Pounds,2008,123,7.6,317146
tt0265666,The Royal Tenenbaums,2001,110,7.6,315884
tt3076658,Creed,2015,133,7.6,314174
tt9114286,Black Panther: Wakanda Forever,2022,161,6.7,313955
tt0319343,Elf,2003,97,7.1,313535
tt1478338,Bridesmaids,2011,125,6.8,312268
tt0808151,Angels & Demons,2009,138,6.7,312152
tt0077651,Halloween,1978,91,7.7,310956
tt2397535,Predestination,2014,97,7.4,310273
tt1091191,Lone Survivor,2013,121,7.5,309871
tt2277860,Finding Dory,2016,97,7.2,308967
tt4263482,The Witch,2015,92,7.0,308923
tt7349950,It Chapter Two,2019,169,6.5,308465
tt0379786,Serenity,2005,119,7.8,307396
tt0473075,Prince of Persia: The Sands of Time,2010,116,6.6,306652
tt0120611,Blade,1998,120,7.1,306018
tt3450958,War for the Planet of the Apes,2017,140,7.4,305375
tt0800039,Forgetting Sarah Marshall,2008,111,7.1,305083
tt0077631,Grease,1978,110,7.2,305080
tt1735898,Snow White and the Huntsman,2012,127,6.1,304568
tt0463985,The Fast and the Furious: Tokyo Drift,2006,104,6.0,304521
tt0120669,Fear and Loathing in Las Vegas,1998,118,7.5,304416
tt0783233,Atonement,2007,123,7.8,303263
tt1259571,The Twilight Saga: New Moon,2009,130,4.8,302816
tt0089218,The Goonies,1985,114,7.7,302655
tt0121164,Corpse Bride,2005,77,7.4,302576
tt0203009,Moulin Rouge!,2001,127,7.6,301800
tt0322259,"2 Fast 2 Furious",2003,107,5.9,301375
tt1213663,The World's End,2013,109,6.9,300777
tt1001526,Megamind,2010,95,7.3,300624
tt0438097,Ice Age: The Meltdown,2006,91,6.8,300108
tt0120812,Rush Hour,1998,98,7.0,299934
tt9243946,El Camino,2019,122,7.3,299352
tt0437086,Alita: Battle Angel,2019,122,7.3,298309
tt0463854,"28 Weeks Later",2007,100,6.9,297710
tt0187078,Gone in 60 Seconds,2000,118,6.5,297707
tt1343727,Dredd,2012,95,7.1,297674
tt0450385,"1408",2007,104,6.8,297467
tt1192628,Rango,2011,107,7.3,297241
tt0187393,The Patriot,2000,165,7.2,297077
tt0212985,Hannibal,2001,131,6.8,296937
tt0181875,Almost Famous,2000,122,7.9,296794
tt0112442,Bad Boys,1995,119,6.8,296784
tt0452623,Gone Baby Gone,2007,114,7.6,296598
tt0196229,Zoolander,2001,90,6.5,296589
tt0118884,Contact,1997,150,7.5,296435
tt14230458,Poor Things,2023,141,7.8,296010
tt0107614,Mrs. Doubtfire,1993,125,7.1,295669
tt1340138,Terminator Genisys,2015,126,6.3,295093
tt7349662,BlacKkKlansman,2018,135,7.5,295040
tt7126948,Wonder Woman 1984,2020,151,5.4,295019
tt0099348,Dances with Wolves,1990,181,8.0,295009
tt0800320,Clash of the Titans,2010,106,5.8,294638
tt0289765,Red Dragon,2002,124,7.2,294625
tt3040964,The Jungle Book,2016,106,7.4,294395
tt0170016,How the Grinch Stole Christmas,2000,104,6.3,294340
tt2674426,Me Before You,2016,110,7.4,294239
tt0097757,The Little Mermaid,1989,83,7.6,294169
tt6139732,Aladdin,2019,128,6.9,293920
tt1817273,The Place Beyond the Pines,2012,140,7.3,293480
tt0348150,Superman Returns,2006,154,6.1,292778
tt0381681,Before Sunset,2004,80,8.1,292286
tt1386588,The Other Guys,2010,107,6.6,292207
tt0104257,A Few Good Men,1992,138,7.7,292184
tt0120804,Resident Evil,2002,100,6.6,292179
tt0151804,Office Space,1999,89,7.6,291549
tt0061722,The Graduate,1967,106,8.0,291079
tt0175142,Scary Movie,2000,88,6.3,290978
tt1650554,Kick-Ass 2,2013,103,6.5,290863
tt0185937,The Blair Witch Project,1999,81,6.5,290763
tt0116695,Jerry Maguire,1996,139,7.3,290536
tt7975244,Jumanji: The Next Level,2019,123,6.7,290247
tt0290002,Meet the Fockers,2004,115,6.3,289694
tt0338526,Van Helsing,2004,131,6.1,289013
tt0183649,Phone Booth,2002,81,7.1,288760
tt0411477,Hellboy II: The Golden Army,2008,120,7.0,288678
tt0401729,John Carter,2012,132,6.6,288524
tt0320691,Underworld,2003,121,7.0,287989
tt0093870,RoboCop,1987,102,7.6,287831
tt0486655,Stardust,2007,127,7.6,287367
tt0095765,Cinema Paradiso,1988,174,8.5,287184
tt8332922,A Quiet Place Part II,2020,97,7.2,286704
tt0053291,Some Like It Hot,1959,121,8.2,286591
tt1979376,Toy Story 4,2019,100,7.7,286045
tt0837562,Hotel Transylvania,2012,91,7.0,285978
tt1922777,Sinister,2012,110,6.8,285931
tt0955308,Robin Hood,2010,140,6.6,285574
tt0118749,Boogie Nights,1997,155,7.9,285291
tt0195714,Final Destination,2000,98,6.7,285037
tt0111503,True Lies,1994,141,7.3,284811
tt10838180,The Matrix Resurrections,2021,148,5.7,284709
tt5362988,Wind River,2017,107,7.7,284585
tt0190332,"Crouching Tiger, Hidden Dragon",2000,120,7.9,283627
tt0803096,Warcraft,2016,123,6.7,283204
tt0070735,The Sting,1973,129,8.3,282702
tt1375670,Grown Ups,2010,102,6.0,282700
tt1077368,Dark Shadows,2012,113,6.2,282559
tt0368447,The Village,2004,108,6.6,281325
tt8228288,The Platform,2019,94,7.0,281073
tt0286716,Hulk,2003,138,5.6,281035
tt0486576,Fantastic Four: Rise of the Silver Surfer,2007,92,5.6,280470
tt0795421,Mamma Mia!,2008,108,6.5,280350
tt0075686,Annie Hall,1977,93,8.0,280346
tt10954984,Nope,2022,130,6.8,280266
tt2361509,The Intern,2015,121,7.1,280112
tt0215750,Enemy at the Gates,2001,131,7.5,280031
tt6443346,Black Adam,2022,125,6.2,280003
tt0432348,Saw II,2005,93,6.6,279967
tt0093409,Lethal Weapon,1987,109,7.6,279882
tt0083944,First Blood,1982,93,7.7,279791
tt0059578,For a Few Dollars More,1965,132,8.2,278646
tt2381941,Focus,2015,105,6.6,278419
tt2024469,Non-Stop,2014,106,6.9,278146
tt0221027,Blow,2001,124,7.5,277285
tt1931533,Seven Psychopaths,2012,110,7.1,276139
tt0072890,Dog Day Afternoon,1975,125,8.0,276073
tt0251127,How to Lose a Guy in 10 Days,2003,116,6.5,275917
tt0363547,Dawn of the Dead,2004,101,7.3,275772
tt0102057,Hook,1991,142,6.8,275752
tt3235888,It Follows,2014,100,6.8,275164
tt0432283,Fantastic Mr. Fox,2009,87,7.9,275125
tt0172156,Bad Boys II,2003,147,6.6,274597
tt0443272,Lincoln,2012,150,7.3,274588
tt0252866,American Pie 2,2001,108,6.4,272817
tt1823672,Chappie,2015,120,6.8,272478
tt1855199,End of Watch,2012,109,7.6,272388
tt0113189,GoldenEye,1995,130,7.2,272329
tt0309698,Identity,2003,90,7.3,271248
tt0118583,Alien: Resurrection,1997,109,6.2,271034
tt0497465,Vicky Cristina Barcelona,2008,96,7.1,270816
tt0118688,Batman & Robin,1997,125,3.8,270464
tt0429493,The A-Team,2010,117,6.7,270435
tt0448134,Sunshine,2007,107,7.2,270433
tt0364725,Dodgeball: A True Underdog Story,2004,92,6.7,270427
tt1401152,Unknown,2011,113,6.8,270417
tt0327597,Coraline,2009,100,7.8,270252
tt1564367,Just Go with It,2011,117,6.4,269466
tt0119643,Meet Joe Black,1998,178,7.2,269321
tt0112462,Batman Forever,1995,121,5.4,268884
tt2953050,Encanto,2021,102,7.2,268689
tt0478087,"21",2008,123,6.8,268665
tt1959490,Noah,2014,138,5.8,268579
tt1092026,Paul,2011,104,6.9,268505
tt8936646,Extraction,2020,116,6.8,268476
tt0358273,Walk the Line,2005,136,7.8,268349
tt1386703,Total Recall,2012,118,6.2,268276
tt7713068,Birds of Prey,2020,109,6.1,267962
tt0396171,Perfume: The Story of a Murderer,2006,147,7.5,267950
tt1080016,Ice Age: Dawn of the Dinosaurs,2009,94,6.9,267915
tt0824747,Changeling,2008,141,7.7,266979
tt0082096,Das Boot,1981,149,8.4,266912
tt0243155,Bridget Jones's Diary,2001,97,6.8,266905
tt1464335,Uncharted,2022,116,6.3,266888
tt1032755,RocknRolla,2008,114,7.2,266815
tt5700672,Train to Busan,2016,118,7.6,266676
tt0087800,A Nightmare on Elm Street,1984,91,7.4,266518
tt1706593,Chronicle,2012,84,7.0,266497
tt0479884,Crank,2006,88,6.9,266303
tt1673434,The Twilight Saga: Breaking Dawn - Part 2,2012,115,5.6,265412
tt1601913,The Grey,2011,117,6.7,265260
tt0080339,Airplane!,1980,88,7.7,265123
tt0059742,The Sound of Music,1965,172,8.1,264962
tt7097896,Venom: Let There Be Carnage,2021,97,5.9,264961
tt2293640,Minions,2015,91,6.4,264922
tt0765443,Eastern Promises,2007,100,7.6,264165
tt0045152,Singin' in the Rain,1952,103,8.3,264059
tt1325004,The Twilight Saga: Eclipse,2010,124,5.1,263479
tt2005151,War Dogs,2016,114,7.1,263234
tt0844471,Cloudy with a Chance of Meatballs,2009,90,6.9,262783
tt0027977,Modern Times,1936,87,8.5,262624
tt0976051,The Reader,2008,124,7.6,262501
tt0825232,The Bucket List,2007,97,7.4,262216
tt9603212,Mission: Impossible - Dead Reckoning Part One,2023,163,7.7,262094
tt0985699,Valkyrie,2008,121,7.1,261822
tt1798684,Southpaw,2015,124,7.3,261761
tt7984734,The Lighthouse,2019,109,7.4,261742
tt0120660,Enemy of the State,1998,132,7.3,261726
tt0057115,The Great Escape,1963,172,8.2,261587
tt0080678,The Elephant Man,1980,124,8.2,261387
tt1832382,A Separation,2011,123,8.3,261351
tt3079380,Spy,2015,120,7.0,261064
tt11813216,The Banshees of Inisherin,2022,114,7.7,260991
tt0092890,Dirty Dancing,1987,100,7.1,260867
tt0107818,Philadelphia,1993,125,7.7,260727
tt1051906,The Invisible Man,2020,124,7.1,260642
tt2660888,Star Trek Beyond,2016,122,7.0,260526
tt11138512,The Northman,2022,137,7.0,260367
tt2126355,San Andreas,2015,114,6.1,260177
tt0118655,Austin Powers: International Man of Mystery,1997,89,7.0,260106
tt1211956,Escape Plan,2013,115,6.7,259588
tt1440129,Battleship,2012,131,5.8,259567
tt0119282,Hercules,1997,93,7.3,259217
tt1179904,Paranormal Activity,2007,86,6.3,259032
tt0486822,Disturbia,2007,105,6.8,258923
tt2704998,Game Night,2018,100,6.9,258870
tt1243957,The Tourist,2010,103,6.0,258434
tt2908446,The Divergent Series: Insurgent,2015,119,6.2,258211
tt4630562,The Fate of the Furious,2017,136,6.6,257355
tt1148204,Orphan,2009,123,7.0,256868
tt1324999,The Twilight Saga: Breaking Dawn - Part 1,2011,117,4.9,256760
tt0108550,What's Eating Gilbert Grape,1993,118,7.7,256722
tt0399146,A History of Violence,2005,96,7.4,256563
tt5537002,Killers of the Flower Moon,2023,206,7.6,256529
tt1731141,Ender's Game,2013,114,6.6,256423
tt0163978,The Beach,2000,119,6.6,256353
tt1189340,The Lincoln Lawyer,2011,118,7.3,256315
tt0465234,National Treasure: Book of Secrets,2007,124,6.5,256288
tt2582782,Hell or High Water,2016,102,7.6,256102
tt0052618,Ben-Hur,1959,212,8.1,256048
tt1212450,Lawless,2012,116,7.2,255309
tt0245712,Amores Perros,2000,154,8.0,255185
tt0134847,Pitch Black,2000,109,7.0,255177
tt0110632,Natural Born Killers,1994,119,7.2,254621
tt0978764,Sucker Punch,2011,110,6.1,254213
tt0250494,Legally Blonde,2001,96,6.5,254076
tt1016150,All Quiet on the Western Front,2022,148,7.8,254032
tt0183505,"Me, Myself & Irene",2000,116,6.6,253670
tt1033575,The Descendants,2011,115,7.3,253669
tt0116483,Happy Gilmore,1996,92,7.0,253280
tt0335345,The Passion of the Christ,2004,127,7.2,253238
tt5109784,Mother!,2017,121,6.6,253084
tt0144117,The Boondock Saints,1999,108,7.6,252634
tt1436562,Rio,2011,96,6.9,252563
tt3281548,Little Women,2019,135,7.8,252293
tt0134119,The Talented Mr. Ripley,1999,139,7.4,252011
tt0112697,Clueless,1995,97,6.9,251498
tt2321549,The Babadook,2014,94,6.8,251411
tt0145660,Austin Powers: The Spy Who Shagged Me,1999,95,6.7,251392
tt0479952,Madagascar: Escape 2 Africa,2008,89,6.6,251275
tt0087363,Gremlins,1984,106,7.3,251246
tt0435625,The Descent,2005,99,7.2,251161
tt0117381,Primal Fear,1996,129,7.7,250777
tt0120855,Tarzan,1999,88,7.3,250772
tt0914798,The Boy in the Striped Pajamas,2008,94,7.7,250675
tt0123755,Cube,1997,90,7.1,250219
tt0448011,Knowing,2009,121,6.2,250179
tt0414993,The Fountain,2006,97,7.2,250129
tt1959563,The Hitman's Bodyguard,2017,118,6.9,250053
tt1655442,The Artist,2011,100,7.9,249727
tt1289401,Ghostbusters,2016,117,6.8,249310
tt5034838,Godzilla vs. Kong,2021,113,6.3,248871
tt0087538,The Karate Kid,1984,126,7.3,248855
tt2229499,Don Jon,2013,90,6.5,248579
tt1649419,The Impossible,2012,114,7.5,247869
tt0485947,Mr. Nobody,2009,141,7.7,247718
tt1464540,I Am Number Four,2011,111,6.1,247663
tt0315733,"21 Grams",2003,124,7.6,247175
tt0117509,Romeo + Juliet,1996,120,6.7,247107
tt6718170,The Super Mario Bros. Movie,2023,92,7.0,246980
tt1424381,Predators,2010,107,6.4,246809
tt0462499,Rambo,2008,92,7.0,246683
tt0384537,Silent Hill,2006,125,6.5,246679
tt5580036,"I, Tonya",2017,119,7.5,246413
tt0116996,Mars Attacks!,1996,106,6.4,246320
tt1411238,No Strings Attached,2011,108,6.2,245976
tt0098635,When Harry Met Sally...,1989,95,7.7,245967
tt1210819,The Lone Ranger,2013,150,6.4,245929
tt0302886,Old School,2003,88,7.0,245646
tt1649418,The Gray Man,2022,122,6.5,245571
tt5164214,Ocean's Eight,2018,110,6.3,245538
tt0299658,Chicago,2002,113,7.2,245522
tt0983193,The Adventures of Tintin,2011,107,7.3,245147
tt0108399,True Romance,1993,119,7.9,245130
tt4196776,Jason Bourne,2016,123,6.6,244905
tt0338348,The Polar Express,2004,100,6.6,244265
tt0296572,The Chronicles of Riddick,2004,119,6.6,244099
tt0094737,Big,1988,104,7.3,243249
tt2184339,The Purge,2013,85,5.7,243189
tt0265208,The Girl Next Door,2004,109,6.7,243131
tt0430922,Role Models,2008,99,6.8,242882
tt0266915,Rush Hour 2,2001,90,6.7,242833
tt0103874,Bram Stoker's Dracula,1992,128,7.4,242767
tt0083987,Gandhi,1982,191,8.0,241311
tt0408306,Munich,2005,164,7.5,241250
tt1234721,RoboCop,2014,117,6.1,241237
tt0758774,Body of Lies,2008,128,7.0,241234
tt0374900,Napoleon Dynamite,2004,96,7.0,241121
tt0311113,Master and Commander: The Far Side of the World,2003,138,7.5,240766
tt2209764,Transcendence,2014,119,6.2,240106
tt0117665,Sleepers,1996,147,7.5,239919
tt0032553,The Great Dictator,1940,125,8.4,239800
tt0100157,Misery,1990,107,7.8,239671
tt5083738,The Favourite,2018,119,7.5,239589
tt0043014,Sunset Boulevard,1950,110,8.4,239467
tt0099653,Ghost,1990,127,7.1,239462
tt0373469,Kiss Kiss Bang Bang,2005,103,7.5,239142
tt1599348,Safe House,2012,115,6.7,239117
tt0063522,Rosemary's Baby,1968,137,8.0,238816
tt2334879,White House Down,2013,131,6.3,238667
tt0376541,Closer,2004,104,7.2,238392
tt0187738,Blade II,2002,117,6.7,238064
tt2637276,Ted 2,2015,115,6.3,237893
tt0420223,Stranger Than Fiction,2006,113,7.5,237839
tt0142342,Big Daddy,1999,93,6.4,237383
tt1636826,Project X,2012,88,6.7,236937
tt10954600,Ant-Man and the Wasp: Quantumania,2023,124,6.0,236366
tt0058461,A Fistful of Dollars,1964,99,7.9,236351
tt0112281,Ace Ventura: When Nature Calls,1995,90,6.4,236225
tt0050212,The Bridge on the River Kwai,1957,161,8.1,235849
tt0138097,Shakespeare in Love,1998,123,7.1,235778
tt0083907,The Evil Dead,1981,85,7.4,235650
tt1972591,King Arthur: Legend of the Sword,2017,126,6.7,235395
tt0481499,The Croods,2013,98,7.1,235280
tt2883512,Chef,2014,114,7.3,235216
tt1220719,Ip Man,2008,106,8.0,235112
tt2719848,Everest,2015,121,7.1,234909
tt0106519,Carlito's Way,1993,144,7.9,234904
tt0210945,Remember the Titans,2000,113,7.8,234761
tt0133152,Planet of the Apes,2001,120,5.7,234756
tt2906216,Dungeons & Dragons: Honor Among Thieves,2023,134,7.2,234272
tt0409847,Cowboys & Aliens,2011,119,6.0,234252
tt0117998,Twister,1996,113,6.5,234247
tt0079817,Rocky II,1979,119,7.3,234194
tt0109445,Clerks,1994,92,7.7,233870
tt11866324,Prey,2022,100,7.1,233857
tt0212346,Miss Congeniality,2000,109,6.3,233666
tt0479143,Rocky Balboa,2006,102,7.1,233427
tt0079501,Mad Max,1979,88,6.8,232728
tt0397892,Bolt,2008,96,6.8,232377
tt0129167,The Iron Giant,1999,86,8.1,232371
tt9777666,The Tomorrow War,2021,138,6.6,232270
tt1142988,The Ugly Truth,2009,96,6.4,232263
tt1124035,The Ides of March,2011,101,7.1,232202
tt1980209,Pain & Gain,2013,129,6.4,232177
tt0128853,You've Got Mail,1998,119,6.7,231994
tt0287978,Daredevil,2003,103,5.3,231600
tt0246460,Die Another Day,2002,133,6.1,230696
tt0067992,Willy Wonka & the Chocolate Factory,1971,100,7.8,230634
tt0120655,Dogma,1999,130,7.3,230589
tt0305224,Anger Management,2003,106,6.3,230568
tt0427944,Thank You for Smoking,2005,92,7.5,230192
tt0425061,Get Smart,2008,110,6.5,230181
tt0416320,Match Point,2005,124,7.6,230002
tt1219827,Ghost in the Shell,2017,107,6.3,229824
tt1365519,Tomb Raider,2018,119,6.3,229642
tt0089927,Rocky IV,1985,91,6.9,229345
tt0120917,The Emperor's New Groove,2000,78,7.4,229325
tt1139797,Let the Right One In,2008,114,7.8,228630
tt0064115,Butch Cassidy and the Sundance Kid,1969,110,8.0,228373
tt0097428,Ghostbusters II,1989,108,6.6,228164
tt1667889,Ice Age: Continental Drift,2012,88,6.5,228059
tt0758752,Love & Other Drugs,2010,112,6.7,228023
tt1272878,"2 Guns",2013,109,6.7,227623
